duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,monthly_burden,is_overdrawn,no_checking,is_large_loan,is_long_duration,is_young_borrower,savings_risk_score,employment_score,debt_burden_index,purpose_risk,has_multiple_credits,has_guarantor,checking_status_lt0,checking_status_gte200,checking_status_no_checking,credit_history_critical_other_existing_credit,credit_history_delayed_previously,credit_history_existing_paid,credit_history_no_credits_all_paid,purpose_domestic_appliance,purpose_education,purpose_furniture_equipment,purpose_new_car,purpose_other,purpose_radio_tv,purpose_repairs,purpose_retraining,purpose_used_car,savings_status_500_to_1000,savings_status_lt100,savings_status_gte1000,savings_status_no_known_savings,employment_4_to_7,employment_lt1,employment_gte7,employment_unemployed,personal_status_male_div_sep,personal_status_male_mar_wid,personal_status_male_single,other_parties_guarantor,other_parties_none,property_magnitude_life_insurance,property_magnitude_no_known_property,property_magnitude_real_estate,other_payment_plans_none,other_payment_plans_stores,housing_own,housing_rent,job_skilled,job_unemp_unskilled_non_res,job_unskilled_resident,own_telephone_yes,foreign_worker_yes,target
18,3244,1,4,33,2,1,180.22222222222223,0,0,0,0,0,3,2,32.44,1,1,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,0
24,4591,2,3,54,3,1,191.29166666666666,0,1,1,0,0,0,2,91.82,2,1,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,1
48,3844,4,4,34,1,2,80.08333333333333,0,0,0,1,0,2,3,153.76,2,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,1
27,3915,4,2,36,1,2,145.0,0,0,0,1,0,3,2,156.6,2,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,1
6,2108,2,2,29,1,1,351.3333333333333,0,1,0,0,0,3,3,42.16,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,True,0
45,3031,4,4,21,1,1,67.35555555555555,0,0,0,1,1,2,2,121.24,1,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,True,1
9,1501,2,3,34,2,1,166.77777777777777,0,0,0,0,0,3,4,30.02,2,1,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,1
6,1382,1,1,28,2,1,230.33333333333334,0,1,0,0,0,3,2,13.82,1,1,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,0
12,951,4,4,27,4,1,79.25,0,0,0,0,0,2,1,38.04,1,1,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,1
24,2760,4,4,36,1,1,115.0,0,0,0,0,0,4,4,110.4,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,True,0
18,4297,4,3,40,1,1,238.72222222222223,0,0,1,0,0,3,4,171.88,1,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,1
9,936,4,2,52,2,1,104.0,0,1,0,0,0,1,4,37.44,2,1,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,0
12,1168,4,3,27,1,1,97.33333333333333,1,0,0,0,0,3,2,46.72,1,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,True,0
27,5117,3,4,26,2,1,189.5185185185185,0,1,1,1,0,3,3,153.51,2,1,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,0
12,902,4,4,21,1,1,75.16666666666667,1,0,0,0,1,3,3,36.08,3,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,True,1
12,1495,4,1,38,2,2,124.58333333333333,0,1,0,0,0,3,4,59.8,1,1,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,0
30,10623,3,4,38,3,2,354.1,1,0,1,1,0,3,4,318.69,1,1,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,0
12,1935,4,4,43,3,1,161.25,0,1,0,0,0,3,4,77.4,1,1,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,0
12,1424,4,3,26,1,1,118.66666666666667,0,0,0,0,0,3,3,56.96,1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,0
24,6568,2,2,21,1,1,273.6666666666667,1,0,1,0,1,3,2,131.36,2,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,0
12,1413,3,2,55,1,1,117.75,0,1,0,0,0,0,3,42.39,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,0
9,3074,1,2,33,2,2,341.55555555555554,0,1,0,0,0,4,2,30.74,1,1,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,True,0
36,3835,2,4,45,1,1,106.52777777777777,0,1,0,1,0,4,4,76.7,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,0
27,5293,2,4,50,2,1,196.03703703703704,1,0,1,1,0,3,0,105.86,2,1,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,True,False,True,False,False,True,True,1
30,1908,4,4,66,1,1,63.6,0,0,0,1,0,3,4,76.32,2,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True,True,1
36,3342,4,2,51,1,1,92.83333333333333,0,1,0,1,0,4,4,133.68,1,0,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,0
6,932,1,3,39,2,1,155.33333333333334,0,0,0,0,0,4,3,9.32,3,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,0
18,3104,3,1,31,1,1,172.44444444444446,1,0,0,0,0,3,3,93.12,2,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,True,0
36,3913,2,2,23,1,1,108.69444444444444,0,0,0,1,1,3,2,78.26,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,0
24,3021,2,2,24,1,1,125.875,1,0,0,0,1,3,2,60.42,1,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,0
10,1364,2,4,64,1,1,136.4,0,1,0,0,0,3,2,27.28,1,0,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,0
12,625,4,1,26,1,1,52.083333333333336,0,0,0,0,0,3,1,25.0,1,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,0
12,1200,4,4,23,1,1,100.0,1,0,0,0,1,4,2,48.0,2,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,True,0
12,707,4,2,30,2,1,58.916666666666664,0,1,0,0,0,3,2,28.28,1,1,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,0
24,2978,4,4,32,2,2,124.08333333333333,0,1,0,0,0,4,2,119.12,2,1,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,0
15,4657,3,2,30,1,1,310.46666666666664,0,1,1,0,0,3,2,139.71,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,0
36,2613,4,2,27,2,1,72.58333333333333,0,1,0,1,0,3,2,104.52,2,1,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,0
48,10961,1,2,27,2,1,228.35416666666666,0,0,1,1,0,0,3,109.61,1,1,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,True,1
12,7865,4,4,53,1,1,655.4166666666666,1,0,1,0,0,3,4,314.6,1,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,1
9,1478,4,2,22,1,1,164.22222222222223,0,1,0,0,1,3,3,59.12,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,1
24,3149,4,1,22,1,1,131.20833333333334,1,0,0,0,1,3,1,125.96,1,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,0
36,4210,4,2,26,1,1,116.94444444444444,0,0,1,1,0,3,2,168.4,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,1
9,2507,2,4,51,1,1,278.55555555555554,0,1,0,0,0,1,4,50.14,1,0,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,0
12,2141,3,1,35,1,1,178.41666666666666,0,1,0,0,0,2,3,64.23,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
18,866,4,2,25,1,1,48.111111111111114,0,0,0,0,0,3,2,34.64,1,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,True,False,True,0
4,1544,2,1,42,3,2,386.0,0,1,0,0,0,3,3,30.88,1,1,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,0
24,1823,4,2,30,1,2,75.95833333333333,1,0,0,0,0,3,0,72.92,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,1
6,14555,1,2,23,1,1,2425.8333333333335,0,0,1,0,1,4,0,145.55,1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,True,1
21,2767,4,2,61,2,1,131.76190476190476,0,0,0,0,0,2,4,110.68,2,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,1
12,1291,4,2,35,2,1,107.58333333333333,0,1,0,0,0,3,2,51.64,1,1,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,0
30,2522,1,3,39,1,2,84.06666666666666,1,0,0,1,0,3,4,25.22,1,0,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,0
24,915,4,2,29,1,1,38.125,1,0,0,0,0,4,4,36.6,1,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,1
6,1595,3,2,51,1,2,265.8333333333333,0,1,0,0,0,3,3,47.85,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,0
48,4605,3,4,24,2,2,95.9375,1,0,1,1,1,3,4,138.15,1,1,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,1
12,1185,3,2,27,2,1,98.75,0,1,0,0,0,3,2,35.55,2,1,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,True,0
12,3447,4,3,35,1,2,287.25,0,1,0,0,0,1,2,137.88,3,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,True,0
24,1258,4,1,25,1,1,52.416666666666664,0,1,0,0,0,3,3,50.32,2,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,0
12,717,4,4,52,3,1,59.75,0,1,0,0,0,3,4,28.68,1,1,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,True,0
6,1204,4,1,35,1,1,200.66666666666666,0,1,0,0,0,2,2,48.16,1,0,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,0
24,1925,2,2,26,1,1,80.20833333333333,0,0,0,0,0,3,2,38.5,1,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,True,0
18,433,3,4,22,1,1,24.055555555555557,0,1,0,0,1,3,0,12.99,1,0,1,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True,1
6,666,3,4,39,2,1,111.0,1,0,0,0,0,0,3,19.98,1,1,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,0
12,2251,1,2,46,1,1,187.58333333333334,0,0,0,0,0,3,2,22.51,1,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,0
30,2150,4,2,24,1,1,71.66666666666667,0,0,0,1,1,3,2,86.0,1,0,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,1
24,4151,2,3,35,2,1,172.95833333333334,0,1,1,0,0,2,2,83.02,1,1,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,0
9,2030,2,1,24,1,1,225.55555555555554,0,0,0,0,1,4,3,40.6,1,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,0
60,7418,1,1,27,1,1,123.63333333333334,0,0,1,1,0,4,2,74.18,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,0
24,2684,4,2,35,2,1,111.83333333333333,0,1,0,0,0,3,2,107.36,1,1,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,0
12,2149,4,1,29,1,1,179.08333333333334,1,0,0,0,0,3,2,85.96,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,1
15,3812,1,4,23,1,1,254.13333333333333,0,1,0,0,1,2,1,38.12,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,0
11,1154,4,4,57,3,1,104.9090909090909,0,1,0,0,0,2,0,46.16,1,1,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,True,0
12,1657,2,2,27,1,1,138.08333333333334,1,0,0,0,0,3,2,33.14,1,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,True,0
24,1603,4,4,55,1,1,66.79166666666667,1,0,0,0,0,3,4,64.12,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,0
18,5302,2,4,36,3,1,294.55555555555554,1,0,1,0,0,3,4,106.04,1,1,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,0
12,2748,2,4,57,3,1,229.0,0,1,0,0,0,3,4,54.96,2,1,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,0
10,1231,3,4,32,2,2,123.1,0,1,0,0,0,3,4,36.93,1,1,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,0
15,802,4,3,37,1,2,53.46666666666667,0,0,0,0,0,3,4,32.08,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,1
36,6304,4,4,36,2,1,175.11111111111111,0,1,1,1,0,4,4,252.16,2,1,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,True,0
24,1533,4,3,38,1,1,63.875,0,1,0,0,0,3,1,61.32,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,True,0
14,8978,1,4,45,1,1,641.2857142857143,1,0,1,0,0,3,4,89.78,1,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,1
24,999,4,2,25,2,1,41.625,0,1,0,0,0,4,4,39.96,1,1,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,0
18,2662,4,3,32,1,1,147.88888888888889,0,1,0,0,0,4,3,106.48,1,0,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,0
12,1402,3,4,37,1,1,116.83333333333333,0,1,0,0,0,1,3,42.06,1,0,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,True,0
48,12169,4,4,36,1,1,253.52083333333334,0,0,1,1,0,4,0,486.76,1,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,0
48,3060,4,4,28,2,1,63.75,0,0,0,1,0,3,3,122.4,1,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,True,1
30,11998,1,1,34,1,1,399.93333333333334,1,0,1,1,0,3,1,119.98,2,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,True,1
9,2697,1,2,32,1,2,299.6666666666667,0,1,0,0,0,3,2,26.97,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,True,0
18,2404,2,2,26,2,1,133.55555555555554,0,1,0,0,0,3,2,48.08,1,1,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,0
12,1262,2,4,49,1,1,105.16666666666667,1,0,0,0,0,4,4,25.24,1,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True,True,True,0
6,4611,1,4,32,1,1,768.5,0,1,1,0,0,3,1,46.11,1,0,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,1
24,1901,4,4,29,1,1,79.20833333333333,0,1,0,0,0,2,2,76.04,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,0
15,3368,3,4,23,2,1,224.53333333333333,0,1,0,0,1,0,4,101.04,1,1,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,0
12,1574,4,2,50,1,1,131.16666666666666,0,1,0,0,0,3,2,62.96,1,0,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,True,0
18,1445,4,4,49,1,1,80.27777777777777,0,0,0,0,0,4,3,57.8,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,0
15,1520,4,4,63,1,1,101.33333333333333,0,1,0,0,0,4,4,60.8,1,0,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,0
24,3878,4,2,37,1,1,161.58333333333334,0,0,0,0,0,2,1,155.12,1,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,0
47,10722,1,1,35,1,1,228.12765957446808,1,0,1,1,0,3,1,107.22,1,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,0
48,4788,4,3,26,1,2,99.75,1,0,1,1,0,3,3,191.52,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,0
48,7582,2,4,31,1,1,157.95833333333334,0,0,1,1,0,2,0,151.64,3,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,0
12,1092,4,4,49,2,1,91.0,0,0,0,0,0,3,2,43.68,1,1,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,True,0
24,1024,4,4,48,1,1,42.666666666666664,1,0,0,0,0,3,1,40.96,1,0,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,1
12,1076,2,2,26,1,1,89.66666666666667,0,1,0,0,0,3,2,21.52,2,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,0
36,9398,1,4,28,1,1,261.05555555555554,0,0,1,1,0,3,1,93.98,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,1
